book,motif,block,number,sentence
The Wind-Up Bird Chronicle,vanishing,75,2,"I thought it just disappeared, to tell you the truth.” May Kasahara fell silent."
The Wind-Up Bird Chronicle,vanishing,76,0,
The Wind-Up Bird Chronicle,vanishing,77,0,
The Wind-Up Bird Chronicle,vanishing,78,0,
The Wind-Up Bird Chronicle,vanishing,79,1,"Fragmentary thoughts would drift into my mind, then disappear just as quickly as they had come."
The Wind-Up Bird Chronicle,vanishing,80,0,
The Wind-Up Bird Chronicle,vanishing,81,1,Where could Creta Kano have disappeared to?
The Wind-Up Bird Chronicle,vanishing,82,1,"“You must have been shocked and worried when I disappeared so suddenly without a word,” Kumiko had written in her usual Mont Blanc blue-black ink."
The Wind-Up Bird Chronicle,vanishing,83,2,"I don’t understand it myself, but the moment he asked me to join him, that special something inside me disappeared as if a strong wind had come up and blown it away."
The Wind-Up Bird Chronicle,vanishing,84,1,She wanted to explain why she had disappeared.
The Wind-Up Bird Chronicle,vanishing,85,2,"I had no clear basis for thinking so, but I felt that for the time being, it would be better if I said nothing to Malta Kano about the fact that I had recently spoken with Creta Kano in person and that, immediately afterward, she had disappeared."
The Wind-Up Bird Chronicle,vanishing,86,2,"It had formed in a few short days, so it might disappear just as easily."
The Wind-Up Bird Chronicle,vanishing,87,0,
The Wind-Up Bird Chronicle,vanishing,88,1,It wasn’t the kind of little nothing that just disappears by itself overnight.
The Wind-Up Bird Chronicle,vanishing,89,2,"Last time, you were partway through when you disappeared."
The Wind-Up Bird Chronicle,vanishing,90,0,
The Wind-Up Bird Chronicle,vanishing,91,2,"True, the physical pain that had tortured me until then had disappeared, but all other sensations had retreated with it into the haze."
The Wind-Up Bird Chronicle,vanishing,92,0,
The Wind-Up Bird Chronicle,vanishing,93,1,"And after I turned twenty and the pain disappeared when I attempted to kill myself, a deep, deep numbness came to replace the pain."
The Wind-Up Bird Chronicle,vanishing,94,0,
The Wind-Up Bird Chronicle,vanishing,95,0,
The Wind-Up Bird Chronicle,vanishing,96,0,
The Wind-Up Bird Chronicle,vanishing,97,0,
The Wind-Up Bird Chronicle,vanishing,98,0,
The Wind-Up Bird Chronicle,vanishing,99,1,"Amazed, I watched her disappear into the crowd."
The Wind-Up Bird Chronicle,vanishing,100,0,
The Wind-Up Bird Chronicle,vanishing,101,0,
The Wind-Up Bird Chronicle,vanishing,102,1,"But as the weeks passed by, the feeling of certainty began to disappear."
The Wind-Up Bird Chronicle,vanishing,103,0,
The Wind-Up Bird Chronicle,vanishing,104,0,
The Wind-Up Bird Chronicle,vanishing,105,0,
The Wind-Up Bird Chronicle,vanishing,106,2,"Taking quick steps, she disappeared into the flow of people."
The Wind-Up Bird Chronicle,vanishing,107,2,"The small man had disappeared into the pine tree, and the tall one had gone off somewhere."
The Wind-Up Bird Chronicle,vanishing,108,1,"The pleasant smile had begun to play about his lips again, appearing and disappearing with all the naturalness of a seaside cave at the mercy of the waves."
The Wind-Up Bird Chronicle,vanishing,109,0,
The Wind-Up Bird Chronicle,vanishing,110,0,
The Wind-Up Bird Chronicle,vanishing,111,1,Has the mark disappeared from Mr. Wind-Up Bird’s cheek ... ?
The Wind-Up Bird Chronicle,vanishing,112,1,So much had been happening to me that I had all but forgotten that the cat had disappeared.
The Wind-Up Bird Chronicle,vanishing,113,1,He had not disappeared.
The Wind-Up Bird Chronicle,vanishing,114,0,
The Wind-Up Bird Chronicle,vanishing,115,1,"“They just disappeared somewhere,” I added feebly."
The Wind-Up Bird Chronicle,vanishing,116,0,
The Wind-Up Bird Chronicle,vanishing,117,0,
The Wind-Up Bird Chronicle,vanishing,118,1,"From the zoo director’s office, the lieutenant telephoned headquarters, seeking further instructions, but Kwantung Army Headquarters had been in a state of extreme confusion ever since the Soviet Army crossed the border several days earlier, and most of the high-ranking officers had disappeared."
The Wind-Up Bird Chronicle,vanishing,119,1,I stuck my head out the window and watched him growing smaller and smaller until he disappeared into the crowd on the platform.
The Wind-Up Bird Chronicle,vanishing,120,1,"• After the soldiers had finished their killing and returned to headquarters, and after the last two Chinese workers had disappeared somewhere, dragging their cart loaded with animal corpses, the zoo took on the hollow quality of a house emptied of furniture."
The Wind-Up Bird Chronicle,vanishing,121,1,"Twenty minutes after the submarine had disappeared beneath the waves, people at last began to break free of the death curse that had hung over them."
The Wind-Up Bird Chronicle,vanishing,122,1,The phantom empire of Manchukuo was disappearing into history.
The Wind-Up Bird Chronicle,vanishing,123,1,"The man had just disappeared, it seemed."
The Wind-Up Bird Chronicle,vanishing,124,2,"His vocal cords were unable to stir the air, as if the very word “mother” had disappeared from the world."
The Wind-Up Bird Chronicle,vanishing,125,0,
The Wind-Up Bird Chronicle,vanishing,126,0,
The Wind-Up Bird Chronicle,vanishing,127,0,
The Wind-Up Bird Chronicle,vanishing,128,0,
The Wind-Up Bird Chronicle,vanishing,129,0,
The Wind-Up Bird Chronicle,vanishing,130,0,
The Wind-Up Bird Chronicle,vanishing,131,0,
The Wind-Up Bird Chronicle,vanishing,132,0,
The Wind-Up Bird Chronicle,vanishing,133,0,
The Wind-Up Bird Chronicle,vanishing,134,1,"She was being worn down, disappearing into a dark nothingness."
The Wind-Up Bird Chronicle,vanishing,135,0,
The Wind-Up Bird Chronicle,vanishing,136,0,
The Wind-Up Bird Chronicle,vanishing,137,0,
The Wind-Up Bird Chronicle,vanishing,138,0,
The Wind-Up Bird Chronicle,vanishing,139,0,
The Wind-Up Bird Chronicle,vanishing,140,2,I begin to worry that Kumiko has disappeared somewhere.
The Wind-Up Bird Chronicle,vanishing,141,0,
The Wind-Up Bird Chronicle,vanishing,142,0,
The Wind-Up Bird Chronicle,vanishing,143,2,"All these inexplicable events that have occurred in my life so far- the intense passion that welled up inside me for fashion design and the way it suddenly disappeared; the way Cinnamon stopped speaking; the way I became swept up in this strange work we do- it’s as though they were all ingeniously programmed from the start for the very purpose of bringing me here, where I am today."
The Wind-Up Bird Chronicle,vanishing,144,0,
The Wind-Up Bird Chronicle,vanishing,145,2,The boys then disappeared without a word.
The Wind-Up Bird Chronicle,vanishing,146,1,An especially large grasshopper flew over them like a bird and disappeared into a distant clump of grass with a noisy beating of wings.
The Wind-Up Bird Chronicle,vanishing,147,0,
The Wind-Up Bird Chronicle,vanishing,148,0,
The Wind-Up Bird Chronicle,vanishing,149,3,"One day I noticed that the whole family- the German shepherd with them-had disappeared as if a gust of wind had just blown them away, leaving only the house behind."
The Wind-Up Bird Chronicle,vanishing,150,1,So sometimes I get this feeling like part of me “absconded” with the Miyawakis and just disappeared.
The Wind-Up Bird Chronicle,vanishing,151,1,“This is the actual tail of the cat that disappeared.
The Wind-Up Bird Chronicle,vanishing,152,0,
The Wind-Up Bird Chronicle,vanishing,153,0,
The Wind-Up Bird Chronicle,vanishing,154,0,
The Wind-Up Bird Chronicle,vanishing,155,1,It had disappeared.
The Wind-Up Bird Chronicle,vanishing,156,0,
The Wind-Up Bird Chronicle,vanishing,157,0,
The Wind-Up Bird Chronicle,vanishing,158,2,"According to Nikolai (who was becoming increasingly reluctant to talk about anything), several Russians he knew had simply disappeared in the night."
The Wind-Up Bird Chronicle,vanishing,159,0,
The Wind-Up Bird Chronicle,vanishing,160,2,"A walking shell, I will simply disappear into darkness."
The Wind-Up Bird Chronicle,vanishing,161,4,"He might disappear for a moment as he turned a corner, but there was never any danger of my losing him, thanks to his vibrant whistling."
The Wind-Up Bird Chronicle,vanishing,162,0,
The Wind-Up Bird Chronicle,vanishing,163,1,"Eventually, without a sound, he disappeared."
The Wind-Up Bird Chronicle,vanishing,164,0,
The Wind-Up Bird Chronicle,vanishing,165,0,
The Wind-Up Bird Chronicle,vanishing,166,1,"But then, without warning, the light disappeared."
The Wind-Up Bird Chronicle,vanishing,167,0,
The Wind-Up Bird Chronicle,vanishing,168,0,
The Wind-Up Bird Chronicle,vanishing,169,0,
The Wind-Up Bird Chronicle,vanishing,170,1,"37 Two Different Kinds of News * The Thing That Disappeared “Cinnamon carried you here,” said Nutmeg."
The Wind-Up Bird Chronicle,vanishing,171,1,"Instead, she gave me a sad look, and then she disappeared."
The Wind-Up Bird Chronicle,vanishing,172,1,It had disappeared from my cheek without a trace.
The Wind-Up Bird Chronicle,vanishing,173,1,And you would miss me in the darkness and go straight ahead past me and disappear.
The Wind-Up Bird Chronicle,vanishing,174,1,"• The arc of the moon stayed over my head long after the train had left the station, appearing and disappearing each time the train rounded a curve."
Kafka on the Shore,cats,0,0,
Kafka on the Shore,cats,1,0,
Kafka on the Shore,cats,2,0,
Kafka on the Shore,cats,3,0,
Kafka on the Shore,cats,4,0,
Kafka on the Shore,cats,5,0,
Kafka on the Shore,cats,6,0,
Kafka on the Shore,cats,7,0,
Kafka on the Shore,cats,8,0,
Kafka on the Shore,cats,9,0,
Kafka on the Shore,cats,10,1,"A large brown cat makes an appearance, which is their signal to clear out of there, even though the cat looks like he couldn't care less about birds."
Kafka on the Shore,cats,11,0,
Kafka on the Shore,cats,12,0,
Kafka on the Shore,cats,13,16,"The large, elderly black tomcat raised its head a fraction and wearily returned the greeting in a low voice."
Kafka on the Shore,cats,14,6,"The old man and the cat sat there in the lot, silently waiting for the dog and his master to disappear."
Kafka on the Shore,cats,15,1,""" ""That's good, then,"" the cat said."
Kafka on the Shore,cats,16,0,
Kafka on the Shore,cats,17,0,
Kafka on the Shore,cats,18,0,
Kafka on the Shore,cats,19,1,"We even brought in his cat from home, one he was particularly fond of."
Kafka on the Shore,cats,20,0,
Kafka on the Shore,cats,21,0,
Kafka on the Shore,cats,22,3,""" He repeated the question to the striped brown cat, enunciating his words slowly, making it as easy to understand as he could."
Kafka on the Shore,cats,23,10,What the cat said came off sounding more like riddles than sentences.
Kafka on the Shore,cats,24,11,"Mimi grilled Kawamura in a sharp tone, the younger cat replying timidly."
Kafka on the Shore,cats,25,1,"I much prefer doing this--enjoy talking with a cat outside, under the sky."
Kafka on the Shore,cats,26,0,
Kafka on the Shore,cats,27,0,
Kafka on the Shore,cats,28,0,
Kafka on the Shore,cats,29,1,The cat narrows his eyes and starts to purr.
Kafka on the Shore,cats,30,0,
Kafka on the Shore,cats,31,0,
Kafka on the Shore,cats,32,0,
Kafka on the Shore,cats,33,0,
Kafka on the Shore,cats,34,0,
Kafka on the Shore,cats,35,0,
Kafka on the Shore,cats,36,0,
Kafka on the Shore,cats,37,14,"One morning it rained heavily, so he spent the day doing simple woodworking in his room, but apart from that he spent his time seated in the weeds waiting for the missing tortoiseshell cat to show up, or the man in the strange hat."
Kafka on the Shore,cats,38,5,"Actually, I've been asked by its owner to locate a missing cat."
Kafka on the Shore,cats,39,2,"""Nakata's just looking for a lost cat."
Kafka on the Shore,cats,40,4,"He might as well be talking with Kawamura, the cat."
Kafka on the Shore,cats,41,0,
Kafka on the Shore,cats,42,0,
Kafka on the Shore,cats,43,0,
Kafka on the Shore,cats,44,2,He didn't feel afraid--his mind focused on finding the missing little cat.
Kafka on the Shore,cats,45,5,"I'm sick and tired of killing cats, but as long as I live that's what I have to do--murder one cat after another and harvest their souls."
Kafka on the Shore,cats,46,5,"I'm going to dispose of one cat after another, and finish off Goma last."
Kafka on the Shore,cats,47,3,""" Johnnie Walker tipped his hat in a theatrical gesture, greeting first Nakata, then the paralyzed cat."
Kafka on the Shore,cats,48,0,
Kafka on the Shore,cats,49,0,
Kafka on the Shore,cats,50,0,
Kafka on the Shore,cats,51,0,
Kafka on the Shore,cats,52,0,
Kafka on the Shore,cats,53,2,"They quickly gave Goma some milk and cat food, which she eagerly tucked into."
Kafka on the Shore,cats,54,1,"The Koizumis had asked me to find their missing cat, Goma."
Kafka on the Shore,cats,55,0,
Kafka on the Shore,cats,56,0,
Kafka on the Shore,cats,57,0,
Kafka on the Shore,cats,58,0,
Kafka on the Shore,cats,59,1,There wasn't a cat to be seen in the park.
Kafka on the Shore,cats,60,0,
Kafka on the Shore,cats,61,0,
Kafka on the Shore,cats,62,0,
Kafka on the Shore,cats,63,0,
Kafka on the Shore,cats,64,0,
Kafka on the Shore,cats,65,0,
Kafka on the Shore,cats,66,0,
Kafka on the Shore,cats,67,0,
Kafka on the Shore,cats,68,0,
Kafka on the Shore,cats,69,0,
Kafka on the Shore,cats,70,0,
Kafka on the Shore,cats,71,0,
Kafka on the Shore,cats,72,0,
Kafka on the Shore,cats,73,0,
Kafka on the Shore,cats,74,0,
Kafka on the Shore,cats,75,0,
Kafka on the Shore,cats,76,0,
Kafka on the Shore,cats,77,0,
Kafka on the Shore,cats,78,0,
Kafka on the Shore,cats,79,0,
Kafka on the Shore,cats,80,0,
Kafka on the Shore,cats,81,0,
Kafka on the Shore,cats,82,0,
Kafka on the Shore,cats,83,0,
Kafka on the Shore,cats,84,0,
Kafka on the Shore,cats,85,0,
Kafka on the Shore,cats,86,0,
Kafka on the Shore,cats,87,0,
Kafka on the Shore,cats,88,0,
Kafka on the Shore,cats,89,0,
Kafka on the Shore,cats,90,0,
Kafka on the Shore,cats,91,0,
Kafka on the Shore,cats,92,0,
Kafka on the Shore,cats,93,0,
Kafka on the Shore,cats,94,0,
Kafka on the Shore,cats,95,0,
Kafka on the Shore,cats,96,0,
Kafka on the Shore,cats,97,0,
Kafka on the Shore,cats,98,0,
Kafka on the Shore,cats,99,0,
Kafka on the Shore,cats,100,4,"Finally he reached out and, like he was stroking a large, sleeping cat, touched it."
Kafka on the Shore,cats,101,1,""" ""It's very different from talking with a cat."
Kafka on the Shore,cats,102,0,
Kafka on the Shore,cats,103,0,
Kafka on the Shore,cats,104,0,
Kafka on the Shore,cats,105,0,
Kafka on the Shore,cats,106,0,
Kafka on the Shore,cats,107,0,
Kafka on the Shore,cats,108,0,
Kafka on the Shore,cats,109,0,
Kafka on the Shore,cats,110,0,
Kafka on the Shore,cats,111,0,
Kafka on the Shore,cats,112,0,
Kafka on the Shore,cats,113,0,
Kafka on the Shore,cats,114,0,
Kafka on the Shore,cats,115,0,
Kafka on the Shore,cats,116,0,
Kafka on the Shore,cats,117,0,
Kafka on the Shore,cats,118,0,
Kafka on the Shore,cats,119,0,
Kafka on the Shore,cats,120,0,
Kafka on the Shore,cats,121,0,
Kafka on the Shore,cats,122,0,
Kafka on the Shore,cats,123,0,
Kafka on the Shore,cats,124,0,
Kafka on the Shore,cats,125,0,
Kafka on the Shore,cats,126,0,
Kafka on the Shore,cats,127,0,
Kafka on the Shore,cats,128,0,
Kafka on the Shore,cats,129,0,
Kafka on the Shore,cats,130,0,
Kafka on the Shore,cats,131,0,
Kafka on the Shore,cats,132,0,
Kafka on the Shore,cats,133,0,
Kafka on the Shore,cats,134,0,
Kafka on the Shore,cats,135,1,Nakata's just like a cat.
Kafka on the Shore,cats,136,0,
Kafka on the Shore,cats,137,0,
Kafka on the Shore,cats,138,0,
Kafka on the Shore,cats,139,3,""" A cat sauntering along stopped to watch, a skinny, brown-striped cat whose tail was slightly bent at the tip."
Kafka on the Shore,cats,140,1,"Before long, the cat grew bored of watching the bonfire, stood up, and padded away."
Kafka on the Shore,cats,141,0,
Kafka on the Shore,cats,142,0,
Kafka on the Shore,cats,143,0,
Kafka on the Shore,cats,144,0,
Kafka on the Shore,cats,145,0,
Kafka on the Shore,cats,146,0,
Kafka on the Shore,cats,147,2,"He started stroking it with his palms, like he was petting a cat."
Kafka on the Shore,cats,148,0,
Kafka on the Shore,cats,149,2,""" When he looked outside at two, a fat black cat was sitting on the railing on the veranda, gazing in at the apartment."
Kafka on the Shore,cats,150,0,
Kafka on the Shore,cats,151,0,
Kafka on the Shore,cats,152,0,
Kafka on the Shore,cats,153,0,
Kafka on the Shore,cats,154,0,
Kafka on the Shore,cats,155,14,"Nothing's about to break here, Mr. Hoshino,"" the black cat said wearily."
Kafka on the Shore,cats,156,8,""" ""You have to kill it,"" the cat said soberly."
Kafka on the Shore,cats,157,5,""" The black cat leaped nimbly onto the roof next door, straightened his tail, and walked away."
Kafka on the Shore,cats,158,1,"Like the cat said, liquidate it with extreme prejudice."
Kafka on the Shore,cats,159,0,
Kafka on the Shore,cats,160,0,
Kafka on the Shore,cats,161,0,
Kafka on the Shore,cats,162,0,
Kafka on the Shore,cats,163,0,
Kafka on the Shore,cats,164,0,
Kafka on the Shore,wells,0,0,
Kafka on the Shore,wells,1,0,
Kafka on the Shore,wells,2,0,
Kafka on the Shore,wells,3,0,
Kafka on the Shore,wells,4,0,
Kafka on the Shore,wells,5,0,
Kafka on the Shore,wells,6,0,
Kafka on the Shore,wells,7,0,
Kafka on the Shore,wells,8,0,
Kafka on the Shore,wells,9,0,
Kafka on the Shore,wells,10,0,
Kafka on the Shore,wells,11,0,
Kafka on the Shore,wells,12,0,
Kafka on the Shore,wells,13,0,
Kafka on the Shore,wells,14,0,
Kafka on the Shore,wells,15,0,
Kafka on the Shore,wells,16,0,
Kafka on the Shore,wells,17,0,
Kafka on the Shore,wells,18,0,
Kafka on the Shore,wells,19,0,
Kafka on the Shore,wells,20,0,
Kafka on the Shore,wells,21,0,
Kafka on the Shore,wells,22,0,
Kafka on the Shore,wells,23,0,
Kafka on the Shore,wells,24,0,
Kafka on the Shore,wells,25,0,
Kafka on the Shore,wells,26,0,
Kafka on the Shore,wells,27,0,
Kafka on the Shore,wells,28,0,
Kafka on the Shore,wells,29,0,
Kafka on the Shore,wells,30,0,
Kafka on the Shore,wells,31,0,
Kafka on the Shore,wells,32,0,
Kafka on the Shore,wells,33,0,
Kafka on the Shore,wells,34,0,
Kafka on the Shore,wells,35,0,
Kafka on the Shore,wells,36,0,
Kafka on the Shore,wells,37,0,
Kafka on the Shore,wells,38,0,
Kafka on the Shore,wells,39,0,
Kafka on the Shore,wells,40,0,
Kafka on the Shore,wells,41,0,
Kafka on the Shore,wells,42,0,
Kafka on the Shore,wells,43,0,
Kafka on the Shore,wells,44,0,
Kafka on the Shore,wells,45,0,
Kafka on the Shore,wells,46,0,
Kafka on the Shore,wells,47,0,
Kafka on the Shore,wells,48,0,
Kafka on the Shore,wells,49,0,
Kafka on the Shore,wells,50,0,
Kafka on the Shore,wells,51,0,
Kafka on the Shore,wells,52,0,
Kafka on the Shore,wells,53,0,
Kafka on the Shore,wells,54,0,
Kafka on the Shore,wells,55,0,
Kafka on the Shore,wells,56,0,
Kafka on the Shore,wells,57,0,
Kafka on the Shore,wells,58,0,
Kafka on the Shore,wells,59,0,
Kafka on the Shore,wells,60,0,
Kafka on the Shore,wells,61,0,
Kafka on the Shore,wells,62,0,
Kafka on the Shore,wells,63,0,
Kafka on the Shore,wells,64,0,
Kafka on the Shore,wells,65,0,
Kafka on the Shore,wells,66,0,
Kafka on the Shore,wells,67,0,
Kafka on the Shore,wells,68,0,
Kafka on the Shore,wells,69,0,
Kafka on the Shore,wells,70,0,
Kafka on the Shore,wells,71,0,
Kafka on the Shore,wells,72,0,
Kafka on the Shore,wells,73,0,
Kafka on the Shore,wells,74,0,
Kafka on the Shore,wells,75,0,
Kafka on the Shore,wells,76,0,
Kafka on the Shore,wells,77,0,
Kafka on the Shore,wells,78,0,
Kafka on the Shore,wells,79,0,
Kafka on the Shore,wells,80,0,
Kafka on the Shore,wells,81,0,
Kafka on the Shore,wells,82,0,
Kafka on the Shore,wells,83,0,
Kafka on the Shore,wells,84,0,
Kafka on the Shore,wells,85,0,
Kafka on the Shore,wells,86,0,
Kafka on the Shore,wells,87,0,
Kafka on the Shore,wells,88,0,
Kafka on the Shore,wells,89,0,
Kafka on the Shore,wells,90,0,
Kafka on the Shore,wells,91,0,
Kafka on the Shore,wells,92,0,
Kafka on the Shore,wells,93,0,
Kafka on the Shore,wells,94,0,
Kafka on the Shore,wells,95,0,
Kafka on the Shore,wells,96,0,
Kafka on the Shore,wells,97,0,
Kafka on the Shore,wells,98,0,
Kafka on the Shore,wells,99,0,
Kafka on the Shore,wells,100,0,
Kafka on the Shore,wells,101,0,
Kafka on the Shore,wells,102,0,
Kafka on the Shore,wells,103,0,
Kafka on the Shore,wells,104,0,
Kafka on the Shore,wells,105,0,
Kafka on the Shore,wells,106,0,
Kafka on the Shore,wells,107,0,
Kafka on the Shore,wells,108,0,
Kafka on the Shore,wells,109,0,
Kafka on the Shore,wells,110,0,
Kafka on the Shore,wells,111,0,
Kafka on the Shore,wells,112,0,
Kafka on the Shore,wells,113,0,
Kafka on the Shore,wells,114,0,
Kafka on the Shore,wells,115,0,
Kafka on the Shore,wells,116,0,
Kafka on the Shore,wells,117,0,
Kafka on the Shore,wells,118,0,
Kafka on the Shore,wells,119,0,
Kafka on the Shore,wells,120,0,
Kafka on the Shore,wells,121,0,
Kafka on the Shore,wells,122,0,
Kafka on the Shore,wells,123,0,
Kafka on the Shore,wells,124,0,
Kafka on the Shore,wells,125,0,
Kafka on the Shore,wells,126,0,
Kafka on the Shore,wells,127,0,
Kafka on the Shore,wells,128,0,
Kafka on the Shore,wells,129,0,
Kafka on the Shore,wells,130,0,
Kafka on the Shore,wells,131,0,
Kafka on the Shore,wells,132,0,
Kafka on the Shore,wells,133,0,
Kafka on the Shore,wells,134,0,
Kafka on the Shore,wells,135,0,
Kafka on the Shore,wells,136,0,
Kafka on the Shore,wells,137,0,
Kafka on the Shore,wells,138,0,
Kafka on the Shore,wells,139,0,
Kafka on the Shore,wells,140,0,
Kafka on the Shore,wells,141,0,
Kafka on the Shore,wells,142,0,
Kafka on the Shore,wells,143,0,
Kafka on the Shore,wells,144,0,
Kafka on the Shore,wells,145,1,"Since they have electricity, they must pump water up from a well."
Kafka on the Shore,wells,146,0,
Kafka on the Shore,wells,147,0,
Kafka on the Shore,wells,148,0,
Kafka on the Shore,wells,149,0,
Kafka on the Shore,wells,150,0,
Kafka on the Shore,wells,151,0,
Kafka on the Shore,wells,152,1,"A question wells up inside me, a question so big it plugs up my throat and makes it hard to breathe."
Kafka on the Shore,wells,153,0,
Kafka on the Shore,wells,154,0,
Kafka on the Shore,wells,155,0,
Kafka on the Shore,wells,156,0,
Kafka on the Shore,wells,157,0,
Kafka on the Shore,wells,158,0,
Kafka on the Shore,wells,159,0,
Kafka on the Shore,wells,160,0,
Kafka on the Shore,wells,161,0,
Kafka on the Shore,wells,162,0,
Kafka on the Shore,wells,163,0,
Kafka on the Shore,wells,164,0,
Kafka on the Shore,train stations,0,0,
Kafka on the Shore,train stations,1,0,
Kafka on the Shore,train stations,2,1,"The bus pulls out of the station at eight, and I push my seat back."
Kafka on the Shore,train stations,3,0,
Kafka on the Shore,train stations,4,1,We're on schedule and should arrive in our final stop at Takamatsu Station in about an hour.
Kafka on the Shore,train stations,5,0,
Kafka on the Shore,train stations,6,0,
Kafka on the Shore,train stations,7,0,
Kafka on the Shore,train stations,8,1,"Sure enough, the bus is just pulling into what looks like the square in front of a station."
Kafka on the Shore,train stations,9,13,"If I really wanted to save money, I could just sack out on a bench in front of the station, or since it's still warm out, I could sleep in my sleeping bag in a park somewhere."
Kafka on the Shore,train stations,10,1,Most of the people who ride the train all the way out here are doing research in those fields.
Kafka on the Shore,train stations,11,0,
Kafka on the Shore,train stations,12,3,I take the train back to Takamatsu Station.
Kafka on the Shore,train stations,13,0,
Kafka on the Shore,train stations,14,2,I can't read the names of stations so I can't buy a ticket and take a train.
Kafka on the Shore,train stations,15,1,You can survive without riding trains.
Kafka on the Shore,train stations,16,8,"I get directions from the station, thank them, and hang up."
Kafka on the Shore,train stations,17,3,"""Do you take the train here from town?"
Kafka on the Shore,train stations,18,4,Before noon I take the train to the Komura Library.
Kafka on the Shore,train stations,19,0,
Kafka on the Shore,train stations,20,1,Had dinner near the station.
Kafka on the Shore,train stations,21,0,
Kafka on the Shore,train stations,22,0,
Kafka on the Shore,train stations,23,0,
Kafka on the Shore,train stations,24,0,
Kafka on the Shore,train stations,25,0,
Kafka on the Shore,train stations,26,2,At a restaurant near the station?
Kafka on the Shore,train stations,27,0,
Kafka on the Shore,train stations,28,0,
Kafka on the Shore,train stations,29,0,
Kafka on the Shore,train stations,30,1,I don't know where to begin but decide to take the train out to the Komura Library.
Kafka on the Shore,train stations,31,0,
Kafka on the Shore,train stations,32,2,As always my lunch is the cheapest box lunch from the little shop at the train station.
Kafka on the Shore,train stations,33,0,
Kafka on the Shore,train stations,34,0,
Kafka on the Shore,train stations,35,1,"""You can appreciate Schubert if you train yourself."
Kafka on the Shore,train stations,36,0,
Kafka on the Shore,train stations,37,0,
Kafka on the Shore,train stations,38,0,
Kafka on the Shore,train stations,39,0,
Kafka on the Shore,train stations,40,0,
Kafka on the Shore,train stations,41,0,
Kafka on the Shore,train stations,42,0,
Kafka on the Shore,train stations,43,1,Trains ran late.
Kafka on the Shore,train stations,44,0,
Kafka on the Shore,train stations,45,0,
Kafka on the Shore,train stations,46,0,
Kafka on the Shore,train stations,47,0,
Kafka on the Shore,train stations,48,0,
Kafka on the Shore,train stations,49,0,
Kafka on the Shore,train stations,50,1,""" We get on the highway and pass a number of towns, a giant billboard for a loan company, a gas station with gaudy decorations, a glass-enclosed restaurant, a love hotel made up to look like a European castle, an abandoned video store with only its sign left, a pachinko place with an enormous parking lot, a McDonald's, 7-Eleven, Yoshinoya, Denny's...."
Kafka on the Shore,train stations,51,2,"The song was on all the radio stations at the time, my mother said."
Kafka on the Shore,train stations,52,0,
Kafka on the Shore,train stations,53,1,He walked quickly toward the station and went to a police box near the shopping district.
Kafka on the Shore,train stations,54,0,
Kafka on the Shore,train stations,55,0,
Kafka on the Shore,train stations,56,0,
Kafka on the Shore,train stations,57,0,
Kafka on the Shore,train stations,58,0,
Kafka on the Shore,train stations,59,11,"He had a special pass for the city bus line he could use, but he'd never ridden by himself on the subway or train, where you needed to buy a ticket."
Kafka on the Shore,train stations,60,3,I imagine it would be hard for you to take a train.
Kafka on the Shore,train stations,61,0,
Kafka on the Shore,train stations,62,0,
Kafka on the Shore,train stations,63,1,They got all over the tracks and the trains couldn't run either.
Kafka on the Shore,train stations,64,0,
Kafka on the Shore,train stations,65,0,
Kafka on the Shore,train stations,66,0,
Kafka on the Shore,train stations,67,0,
Kafka on the Shore,train stations,68,0,
Kafka on the Shore,train stations,69,0,
Kafka on the Shore,train stations,70,0,
Kafka on the Shore,train stations,71,0,
Kafka on the Shore,train stations,72,0,
Kafka on the Shore,train stations,73,0,
Kafka on the Shore,train stations,74,0,
Kafka on the Shore,train stations,75,3,Chapter 24 It was already eight p. m. when their bus from Kobe arrived in front of Tokushima Station.
Kafka on the Shore,train stations,76,0,
Kafka on the Shore,train stations,77,4,The two of them took the JR express train from Tokushima Station bound for Takamatsu.
Kafka on the Shore,train stations,78,0,
Kafka on the Shore,train stations,79,0,
Kafka on the Shore,train stations,80,0,
Kafka on the Shore,train stations,81,0,
Kafka on the Shore,train stations,82,2,Hoshino went to the tourist information booth at Takamatsu Station and had them make a reservation at an inn.
Kafka on the Shore,train stations,83,1,""" The next morning they went to the tourist information booth in the station to ask if there were any famous stones in Takamatsu or the vicinity."
Kafka on the Shore,train stations,84,0,
Kafka on the Shore,train stations,85,0,
Kafka on the Shore,train stations,86,0,
Kafka on the Shore,train stations,87,0,
Kafka on the Shore,train stations,88,0,
Kafka on the Shore,train stations,89,0,
Kafka on the Shore,train stations,90,0,
Kafka on the Shore,train stations,91,0,
Kafka on the Shore,train stations,92,0,
Kafka on the Shore,train stations,93,0,
Kafka on the Shore,train stations,94,0,
Kafka on the Shore,train stations,95,0,
Kafka on the Shore,train stations,96,1,"This library, of course, a gym, the station, the hotel... those kinds of places."
Kafka on the Shore,train stations,97,0,
Kafka on the Shore,train stations,98,3,"Like sitting on a bench at the station, waiting for the train."
Kafka on the Shore,train stations,99,0,
Kafka on the Shore,train stations,100,0,
Kafka on the Shore,train stations,101,0,
Kafka on the Shore,train stations,102,0,
Kafka on the Shore,train stations,103,0,
Kafka on the Shore,train stations,104,0,
Kafka on the Shore,train stations,105,7,"Backpack slung from one shoulder, I board the train."
Kafka on the Shore,train stations,106,0,
